'Tips For Traveling With Young Children', 0, 0, 0, 0, 6
'Area Family Has No Idea Where Dad Gets Shirts', 0, 0, 0, 0, 9
'Area Man Uninterested In Creating A Better Community Even Though This May Benefit Him In The Long Run', 0, 0, 0, 0, 18
'Everything Taking Too Long', 0, 0, 0, 0, 4
'Mother Still Searching For Preschool That Focuses Exclusively On Her Son', 0, 0, 0, 0, 11
'Banjo Player Sought In Hootenanny Spree', 0, 0, 0, 0, 6
'Hundreds Of Horrified Onlookers Gather Around Wreckage Of Area Man', 0, 0, 0, 0, 10
'Tips For A Healthy Pregnancy', 0, 0, 0, 0, 5
Area Man Does Indeed Belong At Applebee's, 0, 0, 0, 0, 7
Man At Bar Clinging To Muted 'King Of Queens' Episode Like Life Preserver, 0, 0, 0, 0, 13
'Area Man Proud He Can Still Fit Into Car From High School', 0, 0, 0, 0, 12
'38-Year-Old Little Boy Posts Picture Of Fast Car He Likes To Facebook', 1, 0, 0, 1, 12
'Women Are Way Out Of My League', 0, 0, 0, 0, 7
'Mother Trying Her Best To Project Same Amount Of Insecurities Onto All Her Daughters', 0, 0, 0, 0, 14
'This Great Song Bar Sources Report', 0, 0, 0, 0, 6
'Study Links Meat Sugar Consumption To Early Death Among Those Who Choose To Be Happy In Life', 0, 0, 0, 0, 17
'Tips For Conquering Phobias', 0, 0, 0, 0, 4
'Mother Provides Adult Son With List Of Questions To Ask Doctor', 0, 0, 0, 0, 11
'Man Desperately Trying To Wring Every Last Ounce Of Relaxation From Final Day Of Vacation', 0, 0, 0, 0, 15
'Love Affair Not Torrid Enough For Area Man', 0, 0, 0, 0, 8
'Attempts Made To Enjoy Sake', 0, 0, 0, 0, 5
'Man Takes Parents On Tour Of City Where He Came To Escape Them', 0, 0, 0, 0, 13
'Wealthiest Americans Ominously Remind Nation They Could Easily Drop Another $10 Billion On Election', 0, 0, 0, 0, 14
'Total Weirdo Spends Mother\xe2\x80\x99s Day At Cemetery', 0, 0, 0, 0, 7
'Average Time Spent Being Happy Drops To 13 Seconds Per Day', 0, 0, 0, 0, 11
'Attorney Friends Catch Up While Briskly Walking Down Courthouse Steps', 0, 0, 0, 0, 10
'Phone Call With Dad Just Watered-Down Version Of Phone Call With Mom', 0, 0, 0, 0, 12
'Grin Slowly Spreads Across Mom\xe2\x80\x99s Face As Meal Revealed To Contain Healthy Ingredients', 0, 0, 0, 0, 13
'Paul Ryan Discovers Half-Finished Escape Tunnel Leading Out Of Speaker\xe2\x80\x99s Office', 2, 0, 2, 0, 11
'Alcoholic Father Granted Posthumous Sainthood By Catholic Family', 2, 0, 0, 2, 8
'Sudden Death Of Aunt Creates Rupture In Family Gossip Pipeline', 0, 0, 0, 0, 10
'Horrified Man Looks On Powerlessly As He Ruins Date', 0, 0, 0, 0, 9
'Employee Returns From Vacation Refreshed Ready To Waste Time', 0, 0, 0, 0, 9
'Area Man Too Busy For His Buddy Phil, Eh?', 0, 0, 0, 0, 9
'Back-To-School Preparation Tips For Parents', 0, 0, 0, 0, 5
'Good News Kept From Parents Out Of Fear Of Proving Them Right', 0, 0, 0, 0, 12
'BREAKING: Sprinting College Student Might Actually Have Chance At Getting Frisbee', 0, 0, 0, 0, 11
'Hotel Bar Really Hopping Tonight, Says Hotel Bartender', 0, 0, 0, 0, 8
'Winners And Losers Of Last Night\xe2\x80\x99s Debate', 0, 0, 0, 0, 7
'Mom Scanning Menu Finds \xe2\x80\x98Pan-Seared Diver Scallops\xe2\x80\x99 Faster Than Speed Of Light', 0, 0, 0, 0, 12
'Encouragement Of Family, Friends Motivating Man To Keep Struggling Indefinitely', 0, 0, 0, 0, 10
'Parents Considering Second Child So Daughter Can Have Someone To Grow Apart From', 0, 0, 0, 0, 13
'Area Man Breaks Out Dating Boxers', 0, 0, 0, 0, 6
'Huckabee Earns Nickel For Presidential Campaign By Painting Old Widow\xe2\x80\x99s Picket Fence', 1, 0, 1, 0, 12
'Area Man Takes Metallica Audio Tour Of Art Museum', 0, 0, 0, 0, 9
'Dad Navigates Reduced-Rate Travel Websites Like Mozart Composing Symphony', 0, 0, 0, 0, 9
'Woman Always Dreamed Of Opening Her Own Sparsely Attended Dance Studio', 0, 0, 0, 0, 11
'Man Excited To Look Like Different Type Of Idiot In Front Of Coworkers At Bar', 0, 0, 0, 0, 15
New Bar To Feature 'Sports' Theme, 0, 0, 0, 0, 6
'Father Apologizes For Taking Out Anger On Wrong Son', 0, 0, 0, 0, 9
'Oh Wait, Area Man Not Paul', 1, 0, 1, 0, 6
'Middle-Aged Woman So Tired Of Going Back And Forth Between Divorced Parents\xe2\x80\x99 Nursing Homes', 0, 0, 0, 0, 14
Area Man Pretty Sure It's Not Broken, 0, 0, 0, 0, 7
Area Dad Figures He's Got At Least Three More Months Of Screwing Around Before Son Gains Ability To Form Long-Term Memories\xc2\xa0, 0, 0, 0, 0, 21
'Study Finds Controlled Washington, D.C. Wildfires Crucial For Restoring Healthy Political Environment', 0, 0, 0, 0, 12
'Married Couple Only Staying Together For Sake Of U.S. Divorce Rate', 1, 1, 0, 0, 11
'Area Man Knows Exactly Which Relatives Would Be Problem If He Ever Came Into Money', 0, 0, 0, 0, 15
'83-Year-Old Sneaks Into 65-To-80 Singles Dance', 0, 0, 0, 0, 6
'Dressing Up For Going Out', 0, 0, 0, 0, 5
'New Extended Paternity Leave Offers Dads More Time To Lose Colleagues\xe2\x80\x99 Respect', 0, 0, 0, 0, 12
'Campaign Advisors Secretly Enjoying Totally Destroying Marco Rubio During Practice Debates', 2, 0, 2, 0, 11
'Handshake Comes In At Unusually High Angle, Velocity', 0, 0, 0, 0, 8
'Local Household Announces Plans To Overdo Halloween Again', 0, 0, 0, 0, 8
'Temp Hides Fun, Fulfilling Life From Rest Of Office', 0, 0, 0, 0, 9
'Family Revels In Height Difference Between Mother And Tall Son', 0, 0, 0, 0, 10
'Mom Triumphantly Drags Hotel Pool Lounge Chair Back To Family Like Fresh Kill', 0, 0, 0, 0, 13
'Rand Paul Escorted Off Stage After Falling Below 2.5% In Middle Of Debate', 0, 0, 0, 0, 13
Report: Strongest Human Relationships Emerge From Bashing Friend Who Couldn't Make It Out, 0, 0, 0, 0, 13
Area Man Lives Vicariously Through Son's Bully, 0, 0, 0, 0, 7
'Male Friends Depart For Annual Camping Trip To Complain About Camping', 0, 0, 0, 0, 11
29-Year-Old Has Been Going To Different Friend's Wedding Every Weekend For Past 3 Years, 0, 0, 0, 0, 14
'Report: Cost Of Raising Neglected Children Still Low As Ever', 0, 0, 0, 0, 10
'Report: Laura\xe2\x80\x99s Divorce Threatens Razor-Thin Democratic Majority In Family', 0, 0, 0, 0, 9
'Unambitious Loser With Happy Fulfilling Life Still Lives In Hometown', 0, 0, 0, 0, 10
'Woman At Supermarket Imagines Entire Narrative Where Bagger Is Happy With Life', 0, 0, 0, 0, 12
'Fact-Checking Ben Carson\xe2\x80\x99s Claims', 0, 0, 0, 0, 4
'Hispanics Expected To Become Majority Of U.S. Population By Middle Of Father-In-Law\xe2\x80\x99s Rant', 1, 1, 0, 0, 13
'Word \xe2\x80\x98Millennials\xe2\x80\x99 Forced Into Headline To Boost Pageviews', 0, 0, 0, 0, 8
'Unhappy Couple Staying Together For One Of Their Children', 0, 0, 0, 0, 9
'Progressive Parents Allow Child To Choose How He\xe2\x80\x99s Ostracized By Peers', 0, 0, 0, 0, 11
'Poll Finds 23% Of Americans Would Vote For Jeb Bush If Candidate Standing Right Next To Them In Voting Booth', 2, 0, 2, 0, 20
'Child Visiting Ellis Island Sees Where Grandparents Once Toured', 1, 0, 1, 0, 9
'Congress Members Spend Afternoon Drawing Pictures Of Their Dream Capitols', 1, 0, 0, 1, 10
'BREAKING: Mrs. Nichols Also Daniel\xe2\x80\x99s Mom', 1, 0, 1, 0, 6
'Man Overjoyed He No Longer Has To Purchase Entire Day\xe2\x80\x99s Worth Of Egg McMuffins In Morning', 0, 0, 0, 0, 16
'Group Of Friends Chanting \xe2\x80\x98Shots\xe2\x80\x99 Make Compelling Point', 0, 0, 0, 0, 8
Blind Date Pronounces Every Syllable Of Word 'Comfortable', 0, 0, 0, 0, 8
'Study: Average Father Thinks About Sealing In Meat\xe2\x80\x99s Juices 4 To 5 Hours A Day', 0, 0, 0, 0, 15
'Man On Date Ready For Question About Siblings This Time', 0, 0, 0, 0, 10
'Lindsey Graham Gazes Longingly At Happy Rubio Campaign Workers Through Window', 8, 0, 2, 6, 11
'Younger Cousin\xe2\x80\x99s Growth Spurt Throws Off Competitive Balance At Family\xe2\x80\x99s Thanksgiving Touch Football Game', 0, 0, 0, 0, 14
'Carly Fiorina Shares Heartbreaking Story About Father Of 3 Who Couldn\xe2\x80\x99t Meet Sales Goals', 2, 0, 2, 0, 14
'Man\xe2\x80\x99s Family Rises To Record-High Fourth Priority', 0, 0, 0, 0, 7
'Slow-Thinking Bystander Weighing Pros And Cons Of Pulling Man Out Of River', 0, 0, 0, 0, 12
'Deep Down, Area Man Knows He\xe2\x80\x99s Not Done Vomiting', 0, 0, 0, 0, 9
'Would You Care To Join Me For An Unbelievably Awkward Dinner Sometime?', 0, 0, 0, 0, 12
'Weary Nation Says One Or Two More Divisive Issues Should Finish It Off', 0, 0, 0, 0, 13
'Buying Someone A Drink', 0, 0, 0, 0, 4
'Man Waiting Until Parents Die Before Doing A Single Thing That Makes Him Happy', 0, 0, 0, 0, 14
'Report: Dad Wants To Show You Where Fuse Box Is', 0, 0, 0, 0, 10
'Friendship Moving Way Too Fast', 0, 0, 0, 0, 5
I'm Not One Of Those People Who Goes Around Having Fun, 0, 0, 0, 0, 11
'Area Man A Little Too Old To Have Obama Fever', 2, 0, 2, 0, 10
'Mom Recommends Previously Unheard-Of Form Of Transportation Son Could Take To Get Home', 0, 0, 0, 0, 13
'Family Spends Relaxing Weekend Destroying Outdoors', 0, 0, 0, 0, 6
'The Next Day', 0, 0, 0, 0, 3
'Every One Of Man\xe2\x80\x99s Priorities Unrecognizable To Grandfather', 0, 0, 0, 0, 8
'Man\xe2\x80\x99s Body Running Out Of Ideas To Convince Him He Full', 0, 0, 0, 0, 11
'Carly Fiorina Promises To Fight For Whoever Everyday Americans Are', 2, 0, 2, 0, 10
'Entire Conversation With Parents Spent Changing The Subject', 0, 0, 0, 0, 8
'Area Man Good For The Economy', 0, 0, 0, 0, 6
'First Holiday Season Without Grandma Incredible', 0, 0, 0, 0, 6
'Grown Adult Actually Expects To Be Happy', 0, 0, 0, 0, 7
'Grandmother Talking Big Game About Being Alive Next Year', 0, 0, 0, 0, 9
'Report: Only Predictor Of Happy Marriage Is If Husband Ever Won Wife Big Stuffed Animal At Amusement Park', 0, 0, 0, 0, 18
'Parents Worried Children Old Enough To Remember Family Vacation', 0, 0, 0, 0, 9
'Area Man Does Most Of His Traveling By Gurney', 1, 0, 1, 0, 9
'Getting Everyone Together', 0, 0, 0, 0, 3
'Family Knows Better Than To Fall For Mom\xe2\x80\x99s Little Bullshit Speech About No Presents This Year', 0, 0, 0, 0, 16
'Man Brings Son Into Office To See Where Dad Emasculated', 0, 0, 0, 0, 10
'Bartender Going To Pretend That Last Drink Was Supposed To Be Served On Fire', 0, 0, 0, 0, 14
'Family Fears Grandmother Aware Of Her Surroundings', 0, 0, 0, 0, 7
'Study: Shoving, Yelling Makes Things Go Faster 76% Of Time', 0, 0, 0, 0, 10
'Everyone In Family Compliments Grandmother On How Small And Feeble She\xe2\x80\x99s Gotten', 0, 0, 0, 0, 12
Report: Dad Proud Of You; He Won't Say It, But It's True, 0, 0, 0, 0, 12
'Area Mom Raving About Phoenix Airport', 0, 0, 0, 0, 6
'Parents Officially Designate Upstairs Television For Anyone Who Doesn\xe2\x80\x99t Want To Watch Thanksgiving Football', 0, 0, 0, 0, 14
'Two People Who Went To Same College Ruin Evening For Rest Of Group', 0, 0, 0, 0, 13
'First Date In Six Months To Be Last Date In Six Years', 0, 0, 0, 0, 12
'Woman Nervous Mom Starting To Use Her As Confidant', 0, 0, 0, 0, 9
'Grandchild, Grandfather Equally Dreading Collaboration For School Interview Project', 0, 0, 0, 0, 9
'Tips For Using Online Dating Sites', 0, 0, 0, 0, 6
'After-Bar Activities', 0, 0, 0, 0, 2
Lone Man With Six-Pack 'Partying', 0, 0, 0, 0, 5
'The Natural' Not On TV Often Enough For Area Dad, 0, 0, 0, 0, 10
'Parents, Baby, Godmother All Uncomfortable With Arrangement', 0, 0, 0, 0, 7
'Family Enters Crisis Talks After Learning Restaurant Has 45-Minute Wait', 0, 0, 0, 0, 10
'Teen Sick Of Mother Barging Into Room With Clean, Folded Clothes', 0, 0, 0, 0, 11
'Relationship At Point Where Woman Has To Learn Boyfriend\xe2\x80\x99s Family\xe2\x80\x99s Weird Card Games', 0, 0, 0, 0, 13
'All Of Child\xe2\x80\x99s Fondest Memories Times When Dad Trying To Make Up For Things', 0, 0, 0, 0, 14
'Socialism Vs. Capitalism', 0, 0, 0, 0, 3
'Report: More Americans Saving Money For Child\xe2\x80\x99s Unemployment', 0, 0, 0, 0, 8
'Top Issues For Voters In The 2016 Election', 0, 0, 0, 0, 8
'Weird New Cereal Sets Tone For First Weekend At Divorced Dad\xe2\x80\x99s', 0, 0, 0, 0, 11
Area Man's Knee Making Weird Sound, 0, 0, 0, 0, 6
'Moron Stepfather Takes Care Of Child Who Doesn\xe2\x80\x99t Have His Genetic Material', 0, 0, 0, 0, 12
'Mom\xe2\x80\x99s Fears About Daughter Leaving For College Channeled Into Fight About Storage Bins', 0, 0, 0, 0, 13
'College Freshman Decides To Be Lanyard-Wearing Kind', 0, 0, 0, 0, 7
'Club Has Big Hit With Closed-Mic Night', 0, 0, 0, 0, 7
'Area Man Self-Conscious About All The Wrong Things', 0, 0, 0, 0, 8
Guy's Entire Job Just Asking People If They Have Time For A Quick Chat, 0, 0, 0, 0, 14
'I Am Fun', 0, 0, 0, 0, 3
'Area Man Nostalgic For Time When Ads Targeting Him Not As Sad', 0, 0, 0, 0, 12
'Grandfather Seems Proud Of How Many People Polio Killed', 0, 0, 0, 0, 9
'Majority Whip Displays Impaled Senator Outside Capitol Building As Warning To All Who Cross Party Lines', 0, 0, 0, 0, 16
'Scientists Find Link Between How Pathetic You Are, How Fast You Respond To Emails', 0, 0, 0, 0, 14
'Family Cuts Nursing Home Visit Short So Grandmother Can Get Back To Excruciating Loneliness', 0, 0, 0, 0, 14
'Dad Way Scarier When Controlling Temper', 0, 0, 0, 0, 6
'Woman Has Few Enough Friends To Consider Confiding In Sister', 0, 0, 0, 0, 10
'Should Parents Who Let Kids Play Outside Unsupervised Be Arrested?', 0, 0, 0, 0, 10
'Parents With More Vacation Time, Financial Resources Want To Know When Son Will Come Home For A Visit', 0, 0, 0, 0, 18
'Bartender Hurt By Unfinished Drink', 0, 0, 0, 0, 5
Jealous God Wants Area Man's '69 Charger, 0, 0, 0, 0, 7
'Study Finds Those With Deceased Family Members At High Risk Of Dying Themselves', 0, 0, 0, 0, 13
'Man Carefully Selects T-Shirt For Night Out', 0, 0, 0, 0, 7
'Bar Patrons Dismayed By Sight Of Band Setting Up', 0, 0, 0, 0, 9
'What Mom Would Have Wanted Evolving Over Course Of Funeral Planning', 0, 0, 0, 0, 11
'GOP Warns Refugees Likely To Be Driven To Terrorism By Way America Would Treat Them', 5, 0, 0, 5, 15
'The Hardest Part Of Being A Parent Is Telling Your Son You Can\xe2\x80\x99t Promote Him From VP For A Few Years', 0, 0, 0, 0, 21
'Police Satisfied After Drunk Man Assures Them There\xe2\x80\x99s No Problem', 0, 0, 0, 0, 10
Cocktail Party Gets As Wild As It's Going To Get, 0, 0, 0, 0, 10
'Is Area Man Going To Finish Those Fries?', 0, 0, 0, 0, 8
'Paul Ryan Awaiting SoulCycle Instructor\xe2\x80\x99s Approval Before Accepting Speaker Role', 2, 0, 2, 0, 10
'Jimmy Buffett Pays For Own Drink For First Time In 17 Years', 2, 0, 2, 0, 12
'BREAKING: Dogs Running', 0, 0, 0, 0, 3
'Preparing For Your Night Out', 0, 0, 0, 0, 5
'Tense Party Enters Third Hour Of Unplayed Acoustic Guitar Leaning Against Wall', 0, 0, 0, 0, 12
'Family Trying To Tune Out Hints Of Misogyny As Grandfather Lovingly Recalls Courting Grandmother', 0, 0, 0, 0, 14
'Top Parenting Trends Of 2014', 0, 0, 0, 0, 5
Dad Reaches Age Where It's No Longer Enjoyable To Make Fun Of How Old He Is, 0, 0, 0, 0, 16
'John Boehner To Paul Ryan: \xe2\x80\x98I Was Once Young And Beautiful Too\xe2\x80\x99', 4, 0, 4, 0, 12
'Tapas Arriving Too Fast', 0, 0, 0, 0, 4
'Man Trying To Enter Conversation Spends Few Minutes Smiling And Nodding At Edge Of Circle', 0, 0, 0, 0, 15
'Shy Friend Experimenting With Personality', 0, 0, 0, 0, 5
'Study Finds Expressing Anger In Unhealthy Ways Incredibly Satisfying', 0, 0, 0, 0, 9
'Siblings Playing Tense Game Of Chicken To Decide Who Going To Care For Mom', 0, 0, 0, 0, 14
'Sweating, Trembling Mom Still Coming Down From High Of Having Kids Under One Roof', 0, 0, 0, 0, 14
'Divorced Man Sadly Removes Ex-Wife\xe2\x80\x99s Admin Privileges From Home Security System', 0, 0, 0, 0, 11
'Obama Increases Sense Of Urgency By Riding Last White Rhino On Earth Through Climate Talk', 1, 0, 1, 0, 15
'100 Crowded, Expensive Bars', 0, 0, 0, 0, 4
'Youngest Sibling In Family Kind Of Thought Mom Would Lose Steam By Now', 0, 0, 0, 0, 13
'Self-Centered Child Blames Divorce Entirely On Himself', 0, 0, 0, 0, 7
'Study: Human Hearing Most Acute When Listening To Arguing Parents From Top Of Stairs', 0, 0, 0, 0, 14
'Report: Mom Has Plan For Tub Of Whipped Cream In Fridge', 0, 0, 0, 0, 11
'Man Tentatively Takes Shot At Bad-Mouthing Girlfriend\xe2\x80\x99s Family For First Time', 0, 0, 0, 0, 11
'NASA Discovers This Planet, Planet Earth, Just Might Be What It\xe2\x80\x99s Been Searching For All Along', 1, 0, 0, 1, 16
'Winning Argument With Aging Parents Less Satisfying Than It Once Was', 0, 0, 0, 0, 11
'Area Man Lies Awake At Night Worrying About Toner Cartridges', 0, 0, 0, 0, 10
'\xe2\x80\x98Our Town\xe2\x80\x99 Cast Party Going Off The Rails', 0, 0, 0, 0, 8
'Kids Teary-Eyed After Helping Dad Move Into First Apartment', 0, 0, 0, 0, 9
'Report: More Americans Relying On Grandparents To Help Fuck Up Their Kids', 0, 0, 0, 0, 12
'Night Out Thrown Off-Balance By Friend Unexpectedly Bringing Someone', 0, 0, 0, 0, 9
'Date Disastrously Bypasses Physical Intimacy, Goes Straight To Emotional Intimacy', 0, 0, 0, 0, 10
'Hand Gestures Transform Friend\xe2\x80\x99s Story Into Immersive Virtual Reality Experience', 0, 0, 0, 0, 10
'Woman Mad Boyfriend Not Jealous She Danced With Other Guy', 0, 0, 0, 0, 10
'Family Has Strict No Smartphone Rule While Eating Dinner In Front Of TV', 0, 0, 0, 0, 13
'Guy Carrying Guitar Case On Elevator Envied By Everyone On Elevator, Imagines Guy', 0, 0, 0, 0, 13
'Until I Had Kids, I Never Thought I Could Love Something Almost As Much As Myself', 0, 0, 0, 0, 16
'Guy At Bar Had Similar Experience, But Better', 0, 0, 0, 0, 8
Frequent Flyer Knows Out-Of-The-Way Airport Bar That's Never Crowded, 0, 0, 0, 0, 9
'Area Man Already Tired Of Prison', 0, 0, 0, 0, 6
'Being Older Than Daughter Babysitter\xe2\x80\x99s Only Qualification', 0, 0, 0, 0, 7
'Researchers: Quality Of Sleep May Be Affected By Abandoning Family In 1994', 0, 0, 0, 0, 12
'Area Dad Off To Bad Start With Waitress', 0, 0, 0, 0, 8
'Jeb Bush Inching Podium Closer To Center Of Stage During Commercial Breaks', 2, 0, 2, 0, 12
'World Wildlife Fund Quickly Backtracks After Announcing Panda Ears Are Delicious', 0, 0, 0, 0, 11
'Guy At Bar A Little Too Into Stevie Ray Vaughan', 3, 0, 3, 0, 10
'Man Treats Mother To Detail About His Personal Life', 0, 0, 0, 0, 9
'North American Children Begin Summer Migration To Dad\xe2\x80\x99s', 0, 0, 0, 0, 8
'Area Man Obsessed With Knowing If Kevin Spacey Asshole In Real Life', 2, 0, 2, 0, 12
'Area Man\xe2\x80\x99s Intelligence Probably Just Too Intimidating For Most Women', 0, 0, 0, 0, 10
'Biologists Announce They\xe2\x80\x99re All Done With Rodents', 0, 0, 0, 0, 7
'Candidates Preparing For Colorado Debate Conditions With High-Altitude Speaking Drills', 1, 1, 0, 0, 10
'Lie To Cover Surprise Party Sounds More Fun Than Surprise Party', 0, 0, 0, 0, 11
'Crazy Man Announces Plans To Stand In Doorway, Yell At Cars All Day', 0, 0, 0, 0, 13
'Lawyer Friend Makes Strong Case For Nachos', 0, 0, 0, 0, 7
'Area Man Settled For', 0, 0, 0, 0, 4
'Convention-Goer Removes Name Tag, Vanishes Back Into World Of Anonymous Hilton Orlando Guests', 0, 0, 0, 0, 13
'Cocktail-Party Guest Cornered By Joel Stein', 2, 0, 2, 0, 6
'Daily Spin Class Only Thing Keeping Mom From Driving Car Full Of Kids Into Ocean', 0, 0, 0, 0, 15
'Spider-Man Mask Spices Up Blind Date', 0, 0, 0, 0, 6
'Guest Given Air Mattress That Will Slowly Deflate Throughout Night', 0, 0, 0, 0, 10
Area Man Doesn't Look Jewish, 0, 0, 0, 0, 5
'Area Man Meets That Special Someone Else', 0, 0, 0, 0, 7
'Legal Dream Team Of Coworkers Counsel Woman On Strategy For Speeding Ticket', 0, 0, 0, 0, 12
'Michelle Obama, Hillary Clinton, Barbara Bush Hit D.C. Bar Scene For First Ladies Night Specials', 7, 2, 5, 0, 15
'New Super-Fast Transport System Powered By Passengers\xe2\x80\x99 Screams', 0, 0, 0, 0, 8
'Man In Solitary Confinement Can\xe2\x80\x99t Break With Reality Fast Enough', 0, 0, 0, 0, 10
'Towels Across Water Park Lounge Chairs Mark Family\xe2\x80\x99s Ironclad Claim', 0, 0, 0, 0, 10
'Impressive New Hire Figures Out Bare Minimum Of Work Job Requires On First Day', 0, 0, 0, 0, 14
'Planning A Dinner Party', 0, 0, 0, 0, 4
'Nation\xe2\x80\x99s Younger Cousins Announce Plans To Cry At Haunted Houses This Year', 0, 0, 0, 0, 12
'Mood In Car Takes Grim Turn After Dad Misses Exit', 0, 0, 0, 0, 10
'Wall Street Firm Develops New High-Speed Algorithm Capable Of Performing Over 10,000 Ethical Violations Per Second', 0, 0, 0, 0, 16
'Siblings Quietly Relieved Oldest Brother Setting Bar So Low', 0, 0, 0, 0, 9
'Area Man Could Eat', 0, 0, 0, 0, 4
'Report: Majority Of Married People Get Up And Go To Second Family\xe2\x80\x99s House As Soon As Spouse Asleep', 0, 0, 0, 0, 18
'Man Appalled At Date Who Lied Slightly More Than Him On Online Dating Profile', 0, 0, 0, 0, 14
I'm A Dinner-Party Animal, 0, 0, 0, 0, 4
'Dad Receives Advance Intelligence On Visiting Son\xe2\x80\x99s New Eyeliner', 0, 0, 0, 0, 9
'Millions Of Holiday Travelers Return From Parents\xe2\x80\x99 Homes All Caught Up On \xe2\x80\x98The Mentalist\xe2\x80\x99', 0, 0, 0, 0, 14
'Sadly, Gift Certificate To Loews Cinemas Perfect Gift For Area Man', 1, 0, 0, 1, 11
'12-Year-Old\xe2\x80\x99s Christmas List Demonstrates Heartbreaking Awareness Of Family\xe2\x80\x99s Financial Predicament', 0, 0, 0, 0, 10
'Homosexuality Only Thing Parents Can Accept About Son', 0, 0, 0, 0, 8
'Report: Climate Change To Force People To Double Ice Cream Consumption Speed By 2050', 0, 0, 0, 0, 14
'Parents Clinging To Lone Religious Element Of Daughter\xe2\x80\x99s Wedding Ceremony', 0, 0, 0, 0, 10
'Fast-Talking Computer Hacker Just Has To Break Through Encryption Shield Before Uploading Nano-Virus', 0, 0, 0, 0, 13
'Double-Jointed Man On Date Breaks It Out Too Early', 0, 0, 0, 0, 9
There's Only Room At This Party For One Guy Named Skeeter, 1, 0, 1, 0, 11
'Kids Love When Mom Sad Enough To Just Order Pizza', 0, 0, 0, 0, 10
'Area Man Loses All Control Of Face While Thinking', 0, 0, 0, 0, 9
'Local Man Ruins Date By Just Being Himself', 0, 0, 0, 0, 8
'Unemployed Sibling Makes Last Push For Group Mother\xe2\x80\x99s Day Gift ', 0, 0, 0, 0, 10
'Man Has No Idea What To Do With Visiting Friend Between Meals', 0, 0, 0, 0, 12
'Father Teaches Son How To Fly Into Rage Over Completely Inconsequential Bullshit', 0, 0, 0, 0, 12
'Nation\xe2\x80\x99s Conservationists Warn There Only 8 Trillion Rats Left', 0, 0, 0, 0, 9
'Report: More Children Being Raised With Religion Of Pushier Parent', 0, 0, 0, 0, 10
'26-Year-Old To See Every Asshole He Ever Went To High School With On Night Before Thanksgiving', 0, 0, 0, 0, 16
'Childish 12-Year-Old Still Believes In Father', 0, 0, 0, 0, 6
'Area Man Pretty Sure He Knows Which Athletes Are Gay', 0, 0, 0, 0, 10
'Workaholic Dad Misses Only One Or Two Accomplishments In Unimpressive Child\xe2\x80\x99s Life', 0, 0, 0, 0, 12
'Tollbooth Attendant Wishes Just One High-Speed Chase Would Crash Through Entry Bar', 0, 0, 0, 0, 12
'Area Man Busts His Ass All Day, And For What?', 0, 0, 0, 0, 10
'Area Man Locked In Protracted Battle With Sweatshirt Neckhole', 0, 0, 0, 0, 9
'Terrifying Uniformed Bachelorette Party Storms Local Bar', 5, 0, 0, 5, 7
No One In Group Admits Girls' Night Out A Colossal Failure, 0, 0, 0, 0, 11
'Hands-Off Mom Lets Kids Create Own Psychological Issues', 0, 0, 0, 0, 8
'Republicans\xe2\x80\x99 Demands For Upcoming Debates', 0, 0, 0, 0, 5
'Happy New Year', 0, 0, 0, 0, 3
'Area Man Could Use The Overtime Anyway', 0, 0, 0, 0, 7
'Area Father Beginning To Suspect 3-Year-Old A Real Ding-Dong', 0, 0, 0, 0, 9
'Man Breaks Out Dating Boxers', 0, 0, 0, 0, 5
'Facebook Offers To Freeze Female Employees\xe2\x80\x99\xc2\xa0Newborn Children', 1, 0, 0, 1, 7
'Study Finds More Americans Waiting To Start Secret Second Families Until Later In Life', 0, 0, 0, 0, 14
'Bouncer Instructed Not To Let People Like Himself In', 0, 0, 0, 0, 9
'Friend\xe2\x80\x99s Grandma To Give You Hug Too', 0, 0, 0, 0, 7
